fog_A_load,fog_B_load,fog_C_load,fog_D_load,fog_A_queue,fog_B_queue,fog_C_queue,fog_D_queue,exec_cost_norm,speed_norm,t_exit_norm,action,nsga_latency_ms,nsga_energy_j
0.6577428907673606,0.6426203966232411,0.413113108466596,0.3585804571616343,0.27075875131780025,0.7099046972813039,0.9802047848986818,0.6115436059770696,0.25,0.6961320510967239,0.9522497158456833,3,38.66117895507542,0.175
0.5753725271862365,0.2768638659851204,0.3099495113613096,0.20404924836305305,0.054500314991295595,0.6163089699275328,0.042350551580167095,0.8841457113668172,0.6,0.35937400031235905,0.48203075958635055,2,54.11033798733772,0.28
0.6328084076261762,0.5656679711256177,0.5878409582444843,0.6294009670620824,0.7095782851006207,0.17312784642250323,0.09172100582419807,0.18353322888031898,0.6,0.4530392446197039,0.953205524905189,1,81.6684988959746,0.28
0.452403676546087,0.5128076577740917,0.27688834897021164,0.2629915404447854,0.9800271795541925,0.4585606424584898,0.784080948341408,0.6364083421077769,0.1,0.40631954069539505,0.16357687771010998,1,327.1412967281558,1.63
0.5676216289847594,0.45910291337872294,0.5108798585646539,0.6207493715788142,0.5724131499586373,0.1451302546650497,0.9460244535580951,0.30134263251471793,0.25,0.3886059155512525,0.5544165520399336,1,35.286710387683414,0.175
0.549095076000325,0.5044686703618977,0.5075639384099775,0.3671725539344367,0.5780172158075422,0.6997759445890661,0.6492331552453089,0.9405944096955184,0.75,0.45974436753915693,0.20771725335153923,3,83.3667758244753,0.32499999999999996
0.21694980901236668,0.44019456407779933,0.31802157005074105,0.42469075404854995,0.148438989920058,0.5083527384469421,0.40403439074076597,0.4741687294826181,0.5,0.6793577667556874,0.25318460612660154,0,44.15301854070559,0.25
0.6693716902974913,0.32866671722593743,0.2320665079289863,0.3547611406120981,0.11921752619774462,0.13409460987276534,0.27807554578125737,0.3047046037608313,0.1,0.7306877608643533,0.030054578761178785,2,320.6821136969134,1.63
0.361476566771676,0.5640540830997923,0.5063676837877031,0.6311440150085275,0.42790321368135,0.6109875470366283,0.634629117418263,0.41181089658557024,0.9,0.4585325354829605,0.11895331074021132,4,215.0,1.2200000000000002
0.5653724471800632,0.4235127737920388,0.6477112115663191,0.2918351059492372,0.4087831094286971,0.21762852669696198,0.5883062484090082,0.3170409113172379,0.25,0.7391621949744397,0.9168484076291957,1,34.94747555828886,0.175
0.21249164022362327,0.24952632342660297,0.5972976428280476,0.45403247663826307,0.0360598342773637,0.4184000441568604,0.4741326750901703,0.22559286820421098,0.1,0.5050556729437203,0.3215329914823317,4,95.0,0.5800000000000001
0.288699478468481,0.47557462630685,0.2837716564922427,0.5829762062927548,0.5724579331221157,0.5657719004319209,0.7020021811103714,0.64794848220121,0.9,0.7202069543947001,0.6081292119145916,0,81.8512679925043,0.37
0.4453859515657169,0.4095616743530654,0.36583164903133214,0.5466554262153887,0.6524330565210316,0.3162141518240431,0.7874322219859539,0.5491443835996794,0.1,0.4889172561845328,0.465014131989273,1,23.211497249413526,0.13
0.3989969358043648,0.24820745562385557,0.26490324616628347,0.7290437155022331,0.4314181951798901,0.6260124809410571,0.3606573344502543,0.5127392446067582,0.5,0.5170123463847576,0.4004512452452783,2,49.41898856972135,0.25
0.6997193798891839,0.5848389235959123,0.3462284788027358,0.7330470075412483,0.7367056884822203,0.8864028867237077,0.9210571972951916,0.5036329251830992,0.9,0.54636722375137,0.5318860913460681,2,92.64724406445528,0.37
0.6283129971811872,0.5942896040374477,0.4471488261790838,0.34973285901483747,0.5202751147405691,0.7998704107638365,0.31445069174420126,0.8373823623450686,0.6,0.8986732685574362,0.18723894461534152,4,170.0,0.98
0.25301502918442464,0.696431318099113,0.4506769594084861,0.3112998506373767,0.4941416465174234,0.11585672433526839,0.0720591470729437,0.8419932110394631,0.6,0.6072030284415247,0.9886038985195765,0,57.57357529193503,0.28
0.3682761432828589,0.5185707629180428,0.29722503061657746,0.6711378562508066,0.0555679169068779,0.2806114361336559,0.3341300405015458,0.1729944451915938,0.4,0.4120332405436156,0.818307868703863,0,42.4929214931694,0.22
0.6171857414093656,0.5957046257730152,0.4376511718763071,0.5450198623863438,0.31389336980198923,0.7426925667250857,0.014682843560070769,0.8271734245206864,0.1,0.6219435771486587,0.7416146327315153,2,19.111521073385983,0.13
0.5212538829020046,0.557415630855151,0.24644437662693902,0.4286940711938353,0.8565480235745582,0.3722615731915482,0.1536128990606348,0.6008404079450809,0.6,0.4552900396503994,0.46875929701395247,2,52.11545501656361,0.28
0.22288779562404087,0.47169495058448546,0.38142366678303197,0.27948830387632584,0.11967255586489434,0.3649193610782525,0.9584291809009724,0.9954644725836371,0.9,0.43927152364270156,0.15287712212633597,4,215.0,1.2200000000000002
0.2568716322474034,0.5232045146977417,0.29382613269528735,0.7088160651072386,0.7721048913545856,0.3109615099207662,0.6876650491660925,0.7054063654840127,0.1,0.6143804105330363,0.9206658582735678,2,27.3953850127365,0.13
0.5195836268352172,0.3907783924941604,0.5250035203147793,0.21254212906633363,0.38784169516364975,0.6408886345861594,0.010727644975676243,0.20905765860224146,0.9,0.5044933003305018,0.34138706738172764,3,70.28177916984487,0.37
0.7272075672827949,0.46526689031859514,0.6305043749876575,0.24550149995734122,0.5250883029672612,0.16375130425829587,0.16590686787653364,0.8363042905502379,0.4,0.5354853322376647,0.05010668969693377,4,140.0,0.8200000000000001
0.46766208196098824,0.46988884689498656,0.7158045502362407,0.5144504288068414,0.9891330026836055,0.5559694280284484,0.8390697308817134,0.9903216643262726,0.5,0.5023519031585068,0.34240367681062867,1,65.49946222867197,0.25
0.46041917058132464,0.3468366147005415,0.3823629485384037,0.4863698213593458,0.1415958885687747,0.4482456132543511,0.3925727158419199,0.08004928364618502,0.25,0.5427492984367768,0.7944570304958843,0,35.29006899604819,0.175
0.4414013031677757,0.21188664393418175,0.6544605583068969,0.6928884245118718,0.7553301727947445,0.433779027322593,0.4693269341904013,0.15067297381324019,0.6,0.5538170508200824,0.6227087449882082,1,54.57227555509027,0.28
0.27713699894923594,0.5047198789464772,0.259716657624494,0.5697320511718964,0.18092665223086812,0.907103622156215,0.04464908897427888,0.23285228494370624,0.25,0.2580434801987514,0.7508385847448596,2,27.55516287938631,0.175
0.35467858111145456,0.562682449080546,0.5998470378577855,0.6227561205547114,0.29205933031452835,0.4901975424015864,0.5864451730147959,0.4932899758506666,0.25,0.584072313156209,0.7936353838623774,0,33.75108228698095,0.175
0.2592575202757431,0.7038065148256845,0.32661769499218446,0.22057690589689888,0.08411533455688203,0.24366745405571355,0.8435883847625412,0.6375887004784591,0.75,0.3776269975768063,0.2119546110805426,0,61.88661116997756,0.32499999999999996
0.5051688581653159,0.40400725612434135,0.6563843587228273,0.6445383096353661,0.6491490501342744,0.6702032553513549,0.7629030190395291,0.058108481721447336,0.1,0.31998836650802576,0.9237833160931802,3,24.937840647782828,0.13
0.3744263910524935,0.7240946672883597,0.36000481097706527,0.48328142107744304,0.3666083849326124,0.5395274352616787,0.338456483297326,0.8444788732871865,0.5,0.49328603943271165,0.4379896029203726,2,54.139640890404124,0.25
0.34078079981218157,0.7148239635269298,0.29053429967011,0.22470084066578094,0.48257250858729395,0.7686275894593791,0.852015516881169,0.5047914829034981,0.6,0.5111171406552937,0.6390136492641646,4,170.0,0.98
0.43930338300167093,0.7458065602307105,0.6904224964402027,0.6117344107013221,0.9095522438713499,0.5871239405369806,0.8502742988337217,0.3405907955915243,0.1,0.4137561349469547,0.002308772586742003,4,95.0,0.5800000000000001
0.6899358699831888,0.6913956518338248,0.485372098212547,0.3737609785069362,0.4988169585314852,0.5314110410045777,0.10497971589607058,0.39855250670154063,0.4,0.6046667521464101,0.993368498411178,3,47.91497521273305,0.22
0.6246068376610434,0.5639136947422687,0.4055117508805406,0.25195666743383344,0.9173376725516761,0.6308322403647424,0.17750658243696749,0.33885563560960497,0.4,0.33252641310009967,0.2808963859641551,3,41.81925357472277,0.22
0.6107342862419644,0.34435328375757557,0.7152472327935786,0.3325338162531266,0.19160300966269983,0.02482313179857254,0.9274604585040267,0.4482073282568715,0.6,0.4496409780065595,0.06206310654015523,4,170.0,0.98
0.2675168628263173,0.6571119696686984,0.2843063741434717,0.29859756948675653,0.30753507242078615,0.5984771915577366,0.0073144562930156365,0.27802210660081383,0.9,0.42735960532520695,0.45826204153651395,2,72.98578332625732,0.37
0.529660535336464,0.6810091224606055,0.3080390661430153,0.37067802009505213,0.7030334656988926,0.633769773069263,0.9818059475425355,0.620357709658044,0.75,0.49476669917972843,0.12903005718204175,4,192.5,1.1
0.6275726610326477,0.7345045343335321,0.4754076524112883,0.27914362640318796,0.4775058736277328,0.7614325631840076,0.9033278719640531,0.7206959467183516,0.25,0.5355214434528225,0.1523267101575757,2,347.3779438931354,1.675
0.20766495823951087,0.32631081649937044,0.2725022197825866,0.5727122704870716,0.9632112235493796,0.7820051707381772,0.8668014382619265,0.11410407118363719,0.1,0.37438697898107576,0.6322828130302102,3,23.413277861025392,0.13
0.2670078775456921,0.4784814623913482,0.5818443396035876,0.5196141350714963,0.7324135029937877,0.4400886995273686,0.5531038024112752,0.6541024094823568,0.1,0.5912990620117861,0.39292739157023326,1,26.188717401392786,0.13
0.3098766084130317,0.6422684894002446,0.593473921288691,0.606441202153548,0.9698151167055694,0.9845780814316246,0.28822824548790527,0.7337534974379162,0.6,0.508490086365036,0.9218524501549951,3,97.23379417096405,0.28
0.2720817633565223,0.26806459200768956,0.7101594030535792,0.4186680066037174,0.7499835379352686,0.3464928613130488,0.12386977486422102,0.04094696028571976,0.25,0.26368120491559566,0.31915649460807005,3,32.116547543826364,0.175
0.3655217804795169,0.46872122494334334,0.5645753170199703,0.7255927913758335,0.7773431275291786,0.4896997418169059,0.9855401694949262,0.46497345619365305,0.25,0.2553355463526842,0.7261801283839011,1,40.87363349480977,0.175
0.3575454247851303,0.708644636121615,0.213672720262441,0.5053589232797536,0.9779169790738402,0.4115760021940599,0.7936821505599726,0.08481927231183206,0.75,0.4990579143689122,0.4610994301549076,2,69.59529842590662,0.32499999999999996
0.5486863114245968,0.2582435720629143,0.27718677838515193,0.4305128756239671,0.5554617101377639,0.8020597869857242,0.9247016672198887,0.8225830906174316,0.9,0.4729299184633906,0.6599513011292788,1,82.697711819993,0.37
0.7314275516787501,0.5278234042789052,0.7131627718801161,0.642398503587134,0.036970727201174225,0.3727023413067342,0.04869847231385127,0.109282291114558,0.75,0.48764979358539884,0.5996953567159904,1,95.0099733972036,0.32499999999999996
0.4570598808554104,0.6316198970887031,0.20981023118734327,0.2600291982211542,0.6753056286674841,0.7132581963116982,0.7737206827516263,0.8654565480556629,0.25,0.49709649117924903,0.4727839727589982,2,37.42479511472139,0.175
0.656185738185505,0.638249398578839,0.3279524080815386,0.49192327482947945,0.7394314684765099,0.8008715921066321,0.048963709823279244,0.23453515044129858,0.6,0.5288463823050288,0.9500610946244371,3,72.56422739485926,0.28
0.533308701385006,0.6772564245768062,0.5317089365362991,0.4269143631005242,0.6218977733752458,0.8581253046248232,0.0045001249396591225,0.5146293421163498,0.6,0.6192702364284509,0.34271364275495586,3,70.06763744882835,0.28
0.4058012238739505,0.43423514750543046,0.5585620640689859,0.6771198474637787,0.6772873993643972,0.029607289128613212,0.4013555575533879,0.8956348813836968,0.25,0.3614622391343479,0.17723550124927256,4,117.5,0.7
0.4496432851419649,0.336311759623247,0.33016429964866967,0.6103078541338955,0.6716128088558587,0.2376583633605973,0.8527811296319127,0.3480314234095143,0.5,0.35384019392203264,0.6780940608798283,1,51.23316378079788,0.25
0.6491128198831508,0.25790294391976876,0.236607371325348,0.5269385150660485,0.8533446711440594,0.29894365111890553,0.590320250883149,0.3969400677478341,0.5,0.36368887425254104,0.8460075613079088,1,48.17247059443341,0.25
0.28039528430598404,0.6535653047509877,0.37068407065824094,0.27912956313412846,0.274825050755067,0.8865575621718692,0.18759368193949133,0.0848115912357631,0.4,0.5367802553181235,0.04025373993992376,3,339.0164105263109,1.72
0.7065337598680976,0.291042447504403,0.3565960452858646,0.2844873673556323,0.34192693854566036,0.7176391476415676,0.8074316059762817,0.9987433700667648,0.75,0.6564994164851556,0.44963268842268056,2,80.39523147913874,0.32499999999999996
0.26351953501594527,0.21163140898504204,0.23046747504034307,0.296052809014719,0.2963620570111649,0.4079419511312822,0.1368212780296263,0.5748719296230336,0.6,0.44658602229853583,0.8924876896873263,2,51.037026154171635,0.28
0.22936006294494649,0.5251290988610342,0.5743929897397286,0.41649675125761554,0.9975800372629172,0.7008810101206585,0.5952128404133717,0.392369092921794,0.5,0.18732467416979706,0.7496186189228675,0,57.404272086466385,0.25
0.3748951033236272,0.4774894303622266,0.6812527182290348,0.6681223947522134,0.9152987602855548,0.49691659613034944,0.1343669133130615,0.3653784631991335,0.75,0.28721771059804013,0.9918077164976282,0,83.71941301317675,0.32499999999999996
0.2239112841070356,0.29982412527808827,0.33020967910741783,0.3371631667077165,0.0671666688477669,0.20197903768878156,0.017668780999912204,0.4532799165001634,0.75,0.3962833893675866,0.5314138115972438,0,59.32671822525607,0.32499999999999996
0.5141779584585251,0.4289443341367558,0.22708976596017671,0.40548777615276443,0.6345402649517972,0.34329246237890776,0.4203817715052771,0.9592092728445759,0.5,0.43075887504939814,0.6599957188011513,2,48.65100924445008,0.25
0.4880641217947005,0.2559195465970438,0.6584022045837079,0.22857902655580736,0.7519631215749155,0.5408566369449512,0.28454087511182524,0.8969967987729952,0.25,0.44946004277320706,0.30248028113792813,1,34.91210821341315,0.175
0.7086630279599342,0.2545122278689315,0.663966223378764,0.6964592291601894,0.23509711688065948,0.32534273051667706,0.9090648144229485,0.5295420552850724,0.75,0.5054319304153282,0.9475355996659923,3,141.48501911086743,0.32499999999999996
0.7387638743226261,0.6411142341504765,0.6287126474242309,0.5533658017975512,0.7423179494179767,0.5907447941637661,0.6534392090094951,0.29938329151482557,0.75,0.46156209611022214,0.3663354885565363,1,123.35124526834238,0.32499999999999996
0.628447995017971,0.27400371462723094,0.49483741977120055,0.482822578604728,0.24137206162666291,0.32249234716866526,0.15544156408342247,0.8743143652908074,0.9,0.632004389668649,0.7385107126866286,1,76.82117342608038,0.37
0.6716646792674067,0.45453965107643374,0.41179922285519444,0.5517597991804106,0.2832469332501141,0.5614893944143846,0.7919744251413741,0.7838241093757136,0.25,0.41594618124050137,0.4031402041190819,1,41.33876375917403,0.175
0.3465548246254654,0.2768726260246763,0.4628325007130602,0.4292891527271868,0.4383862585841929,0.47625730858672566,0.9947017489350248,0.6745974769790241,0.4,0.39261663990951917,0.5618189300629993,1,44.80150435334217,0.22
0.32791346729088056,0.4021314955633204,0.40151584740443613,0.38012256042690007,0.8146384431178827,0.9025539692192319,0.7875898362293392,0.18517934495356758,0.9,0.5605678977666766,0.7197825350215462,3,85.37268577696783,0.37
0.408705243849811,0.57715884000077,0.3632820610142069,0.7218718596934373,0.5621707337375722,0.10189415731454488,0.6529221265639984,0.955349428187811,0.5,0.3082994765287713,0.5089341517513543,2,59.057685591386665,0.25
0.7039914107459979,0.46450073556504323,0.38059866275257886,0.4944891344065018,0.5127320643001113,0.4329724928677672,0.03584275141816318,0.9597745223292203,0.9,0.5493998321677,0.9070863269095085,2,83.18843695727635,0.37
0.6667082688254935,0.5589230373080561,0.6424155053708926,0.4929972518361571,0.10300268413015878,0.041079093304846936,0.24606661150493847,0.06553043391838242,0.1,0.5134428461302865,0.41930098792781023,0,26.546912592778604,0.13
0.5481046960971914,0.358485587800354,0.60419123927066,0.31132252621914513,0.45511784241176234,0.5160878012571124,0.3125699490285839,0.05096048257488606,0.1,0.4821370815928302,0.6470717981433252,1,25.535374182523256,0.13
0.5821389708501741,0.6733954875792418,0.2726565605158492,0.5379088572980559,0.1116003682492267,0.3845043779899281,0.06052845082653613,0.6981897256099134,0.75,0.699492833838211,0.3423624333000541,2,62.46541386449645,0.32499999999999996
0.2523026615264641,0.5991435955492848,0.24647127035293614,0.7147669024853445,0.20702054152481197,0.3020715687836385,0.3941257771780975,0.4166096330691479,0.4,0.42268453312675763,0.40815666823101304,0,39.854099339423875,0.22
0.2755743615207912,0.7273841352499943,0.6404862968468032,0.5265251024564948,0.0016607076748005323,0.11207037099869754,0.8627645637408781,0.001233062511908134,0.5,0.7586019030355978,0.4400501082335524,0,44.53500892208234,0.25
0.6304432575462509,0.6373131614406973,0.7203148845495317,0.33936084461155297,0.5081673558128751,0.4895020065072081,0.3330941610106378,0.43132702014644964,0.4,0.47237089659816306,0.12580701831228525,3,346.743618019452,1.72
0.5245417424470701,0.2522770586604207,0.5388911350132668,0.29421021725103386,0.7805811375265843,0.8412037062149564,0.26034854341525004,0.32249044096772983,0.4,0.34068592866288744,0.09172367905900669,4,140.0,0.8200000000000001
0.510722836309843,0.5148367827186173,0.45629183413967506,0.4874474765322176,0.24248285302833272,0.47986340055106513,0.6832583576588129,0.22825287546342055,0.9,0.509356295878331,0.6674899231467579,3,101.21967343616481,0.37
0.6201578645036234,0.6395845940816367,0.47068426856648604,0.5297763928374368,0.33073574205486667,0.9303846175891505,0.048569289846958075,0.4607696052395662,0.1,0.3658275529931153,0.6555177383430523,2,20.174697289125838,0.13
0.7121799296295561,0.26585347367561757,0.2644069612450608,0.24823995655092262,0.7115580415967778,0.15045401155747407,0.047374020005481854,0.13820537163853075,0.75,0.40646180524377495,0.6629097142100953,2,61.68988555732542,0.32499999999999996
0.5618248067722904,0.4302345654347087,0.6258767788780139,0.5691772773197259,0.9188231935306829,0.009259781821123414,0.18832197481135182,0.03128351290164455,0.9,0.550319185016955,0.019766445342691674,4,215.0,1.2200000000000002
0.38350076708053105,0.6941016010488448,0.6193926808888588,0.3487942175005967,0.11062946756220327,0.6201492866282963,0.24163890873908578,0.5692120504306768,0.6,0.5701734927829136,0.3265468426717799,0,60.3213030476037,0.28
0.4003056097746297,0.3729419891123446,0.28668640674374984,0.2812808548982054,0.5901953827661262,0.849435333089779,0.004741392911873921,0.8533694593423667,0.4,0.4226895102084008,0.19780984725919692,4,140.0,0.8200000000000001
0.7148701048566592,0.44084722045931435,0.41082590252757545,0.6013271397725579,0.619119086426974,0.1627434861049576,0.772937388135284,0.8554915417905857,0.25,0.6242486322775824,0.7781514225440124,2,42.81020059060597,0.175
0.504146185889095,0.7148769927611542,0.6291658216501658,0.46365326026849724,0.2542634837541573,0.9187936809026809,0.4544574302986578,0.6034244543333215,0.6,0.6455497702987427,0.8606304013961301,3,74.98533224754468,0.28
0.40699771041445443,0.7426473497083772,0.594768129802004,0.7231570630021127,0.9846495336176436,0.36153607863919934,0.8131593458201128,0.31839911782845964,0.5,0.6804618115576254,0.24668037722614733,0,66.92809625020695,0.25
0.26516321746937277,0.6677935235549305,0.5503906361951643,0.26705692308431195,0.799213522241491,0.6007339188626425,0.21635569522540143,0.4140260937892364,0.25,0.566896513745173,0.6678491588479863,3,33.26492182494617,0.175
0.5235418999830714,0.5773530008079969,0.20676647723873157,0.44987487901296064,0.3176356343635617,0.07810839308036388,0.029834770099697483,0.3464786554071809,0.4,0.6713362681500711,0.12936280345827444,4,140.0,0.8200000000000001
0.6539697311579766,0.3624474639392494,0.4522014449892031,0.4432727698873413,0.01903414781748658,0.16548775758177503,0.7251833208508688,0.7080912356835879,0.9,0.26507719385429973,0.2751525256017133,1,83.06473499551774,0.37
0.2762599729283808,0.35593642162957606,0.5711051010421029,0.7006798006018888,0.9488431070057841,0.3479007757565923,0.09057905853543935,0.22592895791678247,0.25,0.5498613077765642,0.6507945897177367,1,34.62653348355044,0.175
0.3113873243583023,0.4981434692228956,0.5857651056838877,0.7241073576670611,0.4378415656758372,0.9456936518244733,0.37830982237341526,0.77077321366537,0.75,0.32566571228762115,0.11589886531924942,4,192.5,1.1
0.5355332655879457,0.34030881206505936,0.544012986302665,0.37627013892290895,0.540476692170755,0.18280877043097654,0.3207341189534516,0.6531918850228187,0.5,0.5827005199725125,0.8850929882268007,1,50.63865110564729,0.25
0.7368706148804394,0.4198218743400003,0.5769852464185579,0.21277517029071719,0.6728533946848935,0.43475974680904617,0.22864560266211464,0.7219067795126763,0.75,0.36477999112435106,0.4892651908307978,3,68.46429429889074,0.32499999999999996
0.42003379537411545,0.6813091873273814,0.5356250944382852,0.444168587517787,0.16887304161271477,0.9366696918651266,0.1879035790364767,0.10731236283252044,0.4,0.677482867920042,0.14163896797290498,4,140.0,0.8200000000000001
0.7147656246896492,0.6696914068809761,0.3772186206026161,0.4995016211227368,0.4976477023653788,0.519549598109694,0.5081929147782448,0.4366674893388395,0.9,0.6288436084725849,0.15269013384142072,2,389.8793893213702,1.87
0.4694033408508545,0.5477113750631744,0.3837611968273156,0.33431275042123854,0.9948148928296083,0.48628061267058187,0.477946580739831,0.4217660627145613,0.75,0.536901574612004,0.6875339351098718,2,78.02223134541477,0.32499999999999996
0.7019695093905449,0.7081309747241786,0.6638275871690885,0.7380124369205088,0.0668257547014629,0.592956631149616,0.22796777222318243,0.6376089802290499,0.25,0.5202901188327006,0.04737250672948978,2,350.60281754114305,1.675
0.6097453391788288,0.6205669757090999,0.6194245505794524,0.4643341970182686,0.050833461948477154,0.9813871012530017,0.4690050790126722,0.8967553715906984,0.75,0.4744244892602301,0.2865937649138133,3,93.45766622429758,0.32499999999999996
0.45104870698284943,0.3321244518819517,0.5546505568976098,0.359126074856284,0.4755611732329348,0.060330818574221734,0.8222135460938069,0.6481837296671343,0.4,0.5855689152353789,0.1397875904698681,1,340.85066107887087,1.72
0.34179462533629495,0.5222787557528301,0.42549031352377376,0.3203711348370477,0.7817570475739452,0.4281698635088733,0.6379367442466449,0.8562290037966075,0.4,0.4541698208211173,0.44107742961728424,0,52.11200853544847,0.22
0.6488308092140571,0.6733134556119069,0.29223473582277953,0.20412886803999994,0.6310654428718875,0.3476736348359033,0.6625295943661998,0.6718541886140673,0.25,0.5300998907077585,0.4143537719943613,3,35.78387314228722,0.175
0.38487148269115556,0.638630959624414,0.6615456264288785,0.2760809885638271,0.960586962506625,0.3709123215416692,0.4250817675141312,0.8121229611870592,0.6,0.609788778029613,0.5218764346888559,3,63.62294421774541,0.28
0.6258847456506782,0.2636372920201862,0.41453442458609113,0.7492352332565537,0.5057623147427412,0.736573093115733,0.45970946445359206,0.21549514181270046,0.25,0.43024824965460345,0.2796363291025302,2,38.24617140000382,0.175
0.30592495277700044,0.28467997041769455,0.4325401829007365,0.5408176892834238,0.7452038427810108,0.13115516918470993,0.19858366353130807,0.6268249827842086,0.6,0.4234377259531173,0.032043589378177195,4,170.0,0.98
0.7130954303272894,0.7394516300431688,0.23830235012526707,0.27589863454134794,0.7472698001920698,0.894687886867815,0.2725864974158917,0.11072425860055435,0.6,0.3510359142756459,0.6143861065351858,3,53.09152736214888,0.28
0.6349058856427967,0.34884768374897324,0.6866669827284984,0.5648992914759978,0.9560466595226291,0.15442308802214244,0.19766698225463952,0.29132945355846573,0.75,0.3673017612208368,0.37371800288235135,1,69.90655841679546,0.32499999999999996
0.26151464130937246,0.6578911067082039,0.29699600900444173,0.43292246707380966,0.5293913540262875,0.882825566034078,0.7605460227298669,0.7081575538426351,0.9,0.2716393859245927,0.6513349987400464,0,78.87640473965818,0.37
0.5037017107076316,0.47542138199415307,0.5773896035883328,0.5589777041780903,0.17518056785600367,0.35768263152597424,0.47840492608667795,0.14742595348558585,0.1,0.5919935750809238,0.10866697080426846,3,323.54868459861746,1.63
0.7456231030404303,0.7496820500733035,0.48405267144960257,0.2523594978284752,0.2734297021266725,0.30833320395284425,0.12727619832903925,0.5502396919082576,0.9,0.7271223315461008,0.01377735529405033,4,215.0,1.2200000000000002
0.6003138144327951,0.737165243019124,0.3750795131959612,0.4536648872106656,0.7050281965241929,0.06993163147686121,0.48112310176314976,0.782211195267795,0.1,0.679087738566702,0.24829424788529275,2,25.21786442485372,0.13
0.4336273086485008,0.22828053500631115,0.5697454371728947,0.3943357322876573,0.7479901289524469,0.8150730962187541,0.44824063317060703,0.8205570826398607,0.5,0.29697380427709996,0.4565473229940522,1,54.62128813409146,0.25
0.6331051310473264,0.6576660414050923,0.651676932628815,0.42916629892193414,0.24075307121426948,0.36081056141751533,0.1763555764178013,0.4674845394285718,0.4,0.5913706901017826,0.3940719741684673,3,52.04874187044403,0.22
0.3768501252324947,0.6118514288168801,0.6407641886134977,0.4701915955152514,0.39206002241544324,0.2409271164143122,0.7517807092307816,0.3138467721116466,0.6,0.678684188564001,0.8103025552734664,3,71.33194488558324,0.28
0.6911670607449667,0.2791497828432071,0.6834878288124282,0.2528523781345347,0.2728043301458357,0.13089033085049506,0.4388217018019487,0.302964628837302,0.75,0.44339646787747067,0.37783764419282395,3,64.73535394126029,0.32499999999999996
0.28443903713003765,0.4936120073006782,0.23713516410307828,0.2290439057700607,0.3692728413409686,0.23599726262055265,0.7631554898199004,0.9300033473547173,0.9,0.5133043779522736,0.5304411796030789,0,78.42681614756158,0.37
0.20028530929113805,0.43997416283184476,0.6260431347107265,0.21916109265395362,0.49793185278888763,0.6429984233408326,0.867172276606706,0.9988296373336586,0.4,0.24916174108542125,0.5935155924421922,0,42.47789688805766,0.22
